sku,brand,name,category,volume,country,purchase_price,retail_price,my_retail,selected,source_sheet,source_row
ELE-0036,Elea,EA Окисник 3 % ARTISTO 4000 мл,Окисники ARTISTO 4000мл,4000 ml,Bulgaria,815,1304,1304,no,PRICE_ELEA_CLEAN,37
ELE-0037,Elea,EA Окисник 6 % ARTISTO 4000 мл,Окисники ARTISTO 4000мл,4000 ml,Bulgaria,815,1304,1304,no,PRICE_ELEA_CLEAN,38
ELE-0038,Elea,EA Пудра знебарвлююча ARTISTO BLOND (запаска) 250 гр,Освітлюючі засоби ARTISTO,250 g,Bulgaria,330,528,528,no,PRICE_ELEA_CLEAN,39
ELE-0039,Elea,EA Бальзам-нейтралiзатор пiсля фарбування ARTISTO SALON 1000мл,"Технічні продукти ARTISTO ""SALON""",1000 ml,Bulgaria,295,472,472,no,PRICE_ELEA_CLEAN,40
ELE-0040,Elea,EA Бустер богатофункціональний ARTISTO SALON 120мл,"Технічні продукти ARTISTO ""SALON""",120 ml,Bulgaria,145,232,232,no,PRICE_ELEA_CLEAN,41
ELE-0041,Elea,EA Гель-протектор для чутливої шкіри перед фарбуванням ARTISTO SALON 100гр,"Технічні продукти ARTISTO ""SALON""",100 g,Bulgaria,155,248,248,no,PRICE_ELEA_CLEAN,42
ELE-0042,Elea,EA Двофазний відновлючий спрей-кондиціонер ARTISTO SALON 300мл,"Технічні продукти ARTISTO ""SALON""",300 ml,Bulgaria,330,528,528,no,PRICE_ELEA_CLEAN,43
ELE-0043,Elea,EA Лосьйон для видалення фарби з шкіри ARTISTO SALON 150мл,"Технічні продукти ARTISTO ""SALON""",150 ml,Bulgaria,205,328,328,no,PRICE_ELEA_CLEAN,44
ELE-0044,Elea,EA Маска реструктуруюча ARTISTO SALON 1100мл,"Технічні продукти ARTISTO ""SALON""",1100 ml,Bulgaria,575,920,920,no,PRICE_ELEA_CLEAN,45
ELE-0045,Elea,EA Маска реструктуруюча ARTISTO SALON 490мл,"Технічні продукти ARTISTO ""SALON""",490 ml,Bulgaria,285,456,456,no,PRICE_ELEA_CLEAN,46
ELE-0046,Elea,EA Система для видалення кольору з волосся ARTISTO DECOLORANT SYSTEM 120мл,"Технічні продукти ARTISTO ""SALON""",120 ml,Bulgaria,180,288,288,no,PRICE_ELEA_CLEAN,47
ELE-0047,Elea,EA Спрей для захисту волосся перед фарбуванням ARTISTO SALON 250мл,"Технічні продукти ARTISTO ""SALON""",250 ml,Bulgaria,235,377,377,no,PRICE_ELEA_CLEAN,48
ELE-0048,Elea,EA Флюїд відновлюючий з екстрактом соняшника ARTISTO SALON 300мл,"Технічні продукти ARTISTO ""SALON""",300 ml,Bulgaria,295,472,472,no,PRICE_ELEA_CLEAN,49
ELE-0049,Elea,EA Флюїд ARTISTO поживний в крем-фарбу - 50 саше по 3 г в коробцi,"Технічні продукти ARTISTO ""SALON""",3 g,Bulgaria,15,25,25,no,PRICE_ELEA_CLEAN,50
ELE-0050,Elea,EA Флюїд ARTISTO поживний в крем-фарбу 98 мл,"Технічні продукти ARTISTO ""SALON""",98 ml,Bulgaria,280,448,448,no,PRICE_ELEA_CLEAN,51
ELE-0051,Elea,EA Шампунь глибокого очищення ARTISTO SALON 1000мл,"Технічні продукти ARTISTO ""SALON""",1000 ml,Bulgaria,390,624,624,no,PRICE_ELEA_CLEAN,52
ELE-0052,Elea,EA Шампунь глибокого очищення ARTISTO SALON 300мл,"Технічні продукти ARTISTO ""SALON""",300 ml,Bulgaria,170,272,272,no,PRICE_ELEA_CLEAN,53
ELE-0053,Elea,EA Шампунь для щоденного використання ARTISTO SALON 1000мл,"Технічні продукти ARTISTO ""SALON""",1000 ml,Bulgaria,440,704,704,no,PRICE_ELEA_CLEAN,54
ELE-0054,Elea,EA Шампунь-нейтралізатор після фарбування ARTISTO SALON 1000мл,"Технічні продукти ARTISTO ""SALON""",1000 ml,Bulgaria,410,656,656,no,PRICE_ELEA_CLEAN,55
ELE-0055,Elea,EA Бальзам для блиску волосся Shine Conditioner 1000мл,"Лікувальна серія ARTISTO ""BALANCE & CONTROL""",1000 ml,Bulgaria,425,679,679,no,PRICE_ELEA_CLEAN,56
ELE-0056,Elea,EA Бальзам для блиску волосся Shine Conditioner 300мл,"Лікувальна серія ARTISTO ""BALANCE & CONTROL""",300 ml,Bulgaria,180,288,288,no,PRICE_ELEA_CLEAN,57
ELE-0057,Elea,EA Бальзам для блиску волосся Shine Conditioner 5000мл,"Лікувальна серія ARTISTO ""BALANCE & CONTROL""",5000 ml,Bulgaria,980,1568,1568,no,PRICE_ELEA_CLEAN,58
ELE-0058,Elea,"EA Лосьйон для шкіри голови, стимулюючий зріст волосся Lotion Forte 200мл","Лікувальна серія ARTISTO ""BALANCE & CONTROL""",200 ml,Bulgaria,265,424,424,no,PRICE_ELEA_CLEAN,59
ELE-0059,Elea,EA Пілінг для шкіри голови Multifunctional Scalp Scrub 200мл,"Лікувальна серія ARTISTO ""BALANCE & CONTROL""",200 ml,Bulgaria,265,424,424,no,PRICE_ELEA_CLEAN,60
ELE-0060,Elea,EA Шампунь бівалентний Balancing Shampoo 1000мл,"Лікувальна серія ARTISTO ""BALANCE & CONTROL""",1000 ml,Bulgaria,415,664,664,no,PRICE_ELEA_CLEAN,61
ELE-0061,Elea,EA Шампунь бівалентний Balancing Shampoo 300мл,"Лікувальна серія ARTISTO ""BALANCE & CONTROL""",300 ml,Bulgaria,180,288,288,no,PRICE_ELEA_CLEAN,62
ELE-0062,Elea,EA Шампунь для блиску волосся Shine Shampoo 1000мл,"Лікувальна серія ARTISTO ""BALANCE & CONTROL""",1000 ml,Bulgaria,415,664,664,no,PRICE_ELEA_CLEAN,63
ELE-0063,Elea,EA Шампунь для блиску волосся Shine Shampoo 5000мл,"Лікувальна серія ARTISTO ""BALANCE & CONTROL""",5000 ml,Bulgaria,1135,1816,1816,no,PRICE_ELEA_CLEAN,64
ELE-0064,Elea,EA Шампунь для жирного волосся Balancing Shampoo 1000мл NEW!,"Лікувальна серія ARTISTO ""BALANCE & CONTROL""",1000 ml,Bulgaria,415,664,664,no,PRICE_ELEA_CLEAN,65
ELE-0065,Elea,EA Шампунь для жирного волосся Balancing Shampoo 300мл,"Лікувальна серія ARTISTO ""BALANCE & CONTROL""",300 ml,Bulgaria,180,288,288,no,PRICE_ELEA_CLEAN,66
ELE-0066,Elea,EA Шампунь для об'єму волосся Volume Shampoo 1000мл,"Лікувальна серія ARTISTO ""BALANCE & CONTROL""",1000 ml,Bulgaria,415,664,664,no,PRICE_ELEA_CLEAN,67
ELE-0067,Elea,EA Шампунь для зростання волосся Growth Energy Shampoo 300мл,"Лікувальна серія ARTISTO ""BALANCE & CONTROL""",300 ml,Bulgaria,180,288,288,no,PRICE_ELEA_CLEAN,68
ELE-0068,Elea,EA Шампунь проти лупи Anti-dandruff Shampoo 300мл,"Лікувальна серія ARTISTO ""BALANCE & CONTROL""",300 ml,Bulgaria,195,312,312,no,PRICE_ELEA_CLEAN,69
ELE-0069,Elea,EA Маска тонуюча срібляста Silver 250мл,"Шампуні для волосся ARTISTO ""BLOND COLLECTION""",250 ml,Bulgaria,360,576,576,no,PRICE_ELEA_CLEAN,70
ELE-0070,Elea,EA Маска тонуюча срібляста Silver 500мл,"Шампуні для волосся ARTISTO ""BLOND COLLECTION""",500 ml,Bulgaria,460,736,736,no,PRICE_ELEA_CLEAN,71
ELE-0071,Elea,EA Шампунь тонуючий сріблястий Silver Shampoo 1000мл,"Шампуні для волосся ARTISTO ""BLOND COLLECTION""",1000 ml,Bulgaria,720,1152,1152,no,PRICE_ELEA_CLEAN,72
ELE-0072,Elea,EA Шампунь тонуючий сріблястий Silver Shampoo 300мл,"Шампуні для волосся ARTISTO ""BLOND COLLECTION""",300 ml,Bulgaria,300,480,480,no,PRICE_ELEA_CLEAN,73
ELE-0073,Elea,EA Шампунь тонуючий рожевий Pink Shampoo 300мл,"Шампуні для волосся ARTISTO ""BLOND COLLECTION""",300 ml,Bulgaria,375,600,600,no,PRICE_ELEA_CLEAN,74
ELE-0074,Elea,EA Шампунь тонуючий фіолетовий Violet Shampoo 300мл,"Шампуні для волосся ARTISTO ""BLOND COLLECTION""",300 ml,Bulgaria,375,600,600,no,PRICE_ELEA_CLEAN,75
ELE-0075,Elea,EA Маска для фарбованого волосся Color Save Mask 250мл,"Догляд для фарбування. волосся ARTISTO ""COLOR SAVE""",250 ml,Bulgaria,282,451,451,no,PRICE_ELEA_CLEAN,76
ELE-0076,Elea,EA Шампунь для фарбованого волосся Color Save Shampoo 1000 мл,"Догляд для фарбування. волосся ARTISTO ""COLOR SAVE""",1000 ml,Bulgaria,601,961,961,no,PRICE_ELEA_CLEAN,77
ELE-0077,Elea,EA Шампунь для фарбованого волосся Color Save Shampoo 300мл,"Догляд для фарбування. волосся ARTISTO ""COLOR SAVE""",300 ml,Bulgaria,235,377,377,no,PRICE_ELEA_CLEAN,78
ELE-0078,Elea,EA Маска зволоження для сухого волосся Hydra Intense Mask 250мл,"Зволоження волосся ARTISTO ""HYDRA INTENSE""",250 ml,Bulgaria,260,416,416,no,PRICE_ELEA_CLEAN,79
ELE-0079,Elea,EA Мус зволоження для сухого волосся Hydra Intense Foam 155мл,"Зволоження волосся ARTISTO ""HYDRA INTENSE""",155 ml,Bulgaria,295,472,472,no,PRICE_ELEA_CLEAN,80
ELE-0080,Elea,EA Шампунь зволоження для сухого волосся Hydra Intense Shampoo 1000мл NEW!,"Зволоження волосся ARTISTO ""HYDRA INTENSE""",1000 ml,Bulgaria,590,943,943,no,PRICE_ELEA_CLEAN,81
ELE-0081,Elea,EA Шампунь зволоження для сухого волосся Hydra Intense Shampoo 300мл,"Зволоження волосся ARTISTO ""HYDRA INTENSE""",300 ml,Bulgaria,215,344,344,no,PRICE_ELEA_CLEAN,82
ELE-0082,Elea,EA Крем відновлюючий з кератином Keratin Cream 150мл,"Відновлення волосся ARTISTO ""KERATIN""",150 ml,Bulgaria,265,424,424,no,PRICE_ELEA_CLEAN,83
ELE-0083,Elea,EA Маска відновлююча з кератином Keratin Mask 490мл,"Відновлення волосся ARTISTO ""KERATIN""",490 ml,Bulgaria,375,600,600,no,PRICE_ELEA_CLEAN,84
ELE-0084,Elea,EA Шампунь відновлюючий з кератином Keratin Shampoo 1000мл,"Відновлення волосся ARTISTO ""KERATIN""",1000 ml,Bulgaria,650,1040,1040,no,PRICE_ELEA_CLEAN,85
ELE-0085,Elea,EA Шампунь відновлюючий з кератином Keratin Shampoo 300мл,"Відновлення волосся ARTISTO ""KERATIN""",300 ml,Bulgaria,275,440,440,no,PRICE_ELEA_CLEAN,86
ELE-0086,Elea,EA Комуфляж для чоловіків ARTISTO Color MEN №3.0 Темно-коричневий,ARTISTO COLOR MEN (на наявність з березня 2026),,Bulgaria,180,288,288,no,PRICE_ELEA_CLEAN,87
ELE-0087,Elea,EA Комуфляж для чоловіків ARTISTO Color MEN №1.0 Чорний,ARTISTO COLOR MEN (на наявність з березня 2026),,Bulgaria,180,288,288,no,PRICE_ELEA_CLEAN,88
ELE-0088,Elea,EA Комуфляж для чоловіків ARTISTO Color MEN №4.0 Коричневый,ARTISTO COLOR MEN (на наявність з березня 2026),,Bulgaria,180,288,288,no,PRICE_ELEA_CLEAN,89
ELE-0089,Elea,EA Комуфляж для чоловіків ARTISTO Color MEN №5.0 Світло-коричневий,ARTISTO COLOR MEN (на наявність з березня 2026),,Bulgaria,180,288,288,no,PRICE_ELEA_CLEAN,90
ELE-0090,Elea,EA Комуфляж для чоловіків ARTISTO Color MEN №7.0 Русявий,ARTISTO COLOR MEN (на наявність з березня 2026),,Bulgaria,180,288,288,no,PRICE_ELEA_CLEAN,91
ELE-0091,Elea,EA Гель для укладання екстра сильної фіксації Extra Strong Gel 150мл,Засоби для укладки ARTISTO STYLING,150 ml,Bulgaria,225,360,360,no,PRICE_ELEA_CLEAN,92
ELE-0092,Elea,EA Гель структуруючий для курчавого волосся Curl Control Gel 150мл,Засоби для укладки ARTISTO STYLING,150 ml,Bulgaria,310,496,496,no,PRICE_ELEA_CLEAN,93
ELE-0093,Elea,EA Крем для вирівнювання волосся Thermo Protect Cream 150мл,Засоби для укладки ARTISTO STYLING,150 ml,Bulgaria,235,377,377,no,PRICE_ELEA_CLEAN,94
ELE-0094,Elea,EA Крем-віск середньої фіксації Wax Cream 75гр,Засоби для укладки ARTISTO STYLING,75 g,Bulgaria,180,288,288,no,PRICE_ELEA_CLEAN,95
ELE-0095,Elea,EA Крем-гель для об'єму Volume Cream 75 мл,Засоби для укладки ARTISTO STYLING,75 ml,Bulgaria,120,192,192,no,PRICE_ELEA_CLEAN,96
ELE-0096,Elea,EA Крем для курчавого волосся Curl Control Cream 150мл,Засоби для укладки ARTISTO STYLING,150 ml,Bulgaria,240,384,384,no,PRICE_ELEA_CLEAN,97
ELE-0097,Elea,EA Морський спрей Black Sea Salt Mist 250мл,Засоби для укладки ARTISTO STYLING,250 ml,Bulgaria,230,368,368,no,PRICE_ELEA_CLEAN,98
ELE-0098,Elea,EA Паста з матовим ефектом Mat Sculpting Paste 75гр,Засоби для укладки ARTISTO STYLING,75 g,Bulgaria,180,288,288,no,PRICE_ELEA_CLEAN,99
ELE-0099,Elea,EA Спрей для об'єму Thermo Protect Volume Spray 250мл,Засоби для укладки ARTISTO STYLING,250 ml,Bulgaria,290,464,464,no,PRICE_ELEA_CLEAN,100
ERA-0001,Erayba,ERAYBA Стійка крем-фарба GAMMA 100 мл,,100 ml,Spain,225,360,360,no,PRICE_ERAYBA_CLEAN,2
ERA-0002,Erayba,Erayba OxyActive Окисник 1.5% 5 VOL 1000 мл,Окислювачі OXY ACTIVE 1000мл,1000 ml,Spain,365,584,584,no,PRICE_ERAYBA_CLEAN,3
ERA-0003,Erayba,Erayba OxyActive Окисникь 12% 40 VOL 1000 мл,Окислювачі OXY ACTIVE 1000мл,1000 ml,Spain,365,584,584,no,PRICE_ERAYBA_CLEAN,4
ERA-0004,Erayba,Erayba OxyActive Окисник 3% 10 VOL 1000 мл,Окислювачі OXY ACTIVE 1000мл,1000 ml,Spain,365,584,584,no,PRICE_ERAYBA_CLEAN,5
ERA-0005,Erayba,Erayba OxyActive Окисник 6% 20 VOL 1000 мл,Окислювачі OXY ACTIVE 1000мл,1000 ml,Spain,365,584,584,no,PRICE_ERAYBA_CLEAN,6
ERA-0006,Erayba,Erayba OxyActive Окисник 9% 30 VOL 1000 мл,Окислювачі OXY ACTIVE 1000мл,1000 ml,Spain,365,584,584,no,PRICE_ERAYBA_CLEAN,7
ERA-0007,Erayba,Erayba OxyActive Окисник 1.5% 5 VOL 150 мл,Окислювачі OXY ACTIVE 150 мл,150 ml,Spain,180,288,288,no,PRICE_ERAYBA_CLEAN,8
ERA-0008,Erayba,Erayba OxyActive Окисник 3% 10 VOL 150 мл,Окислювачі OXY ACTIVE 150 мл,150 ml,Spain,180,288,288,no,PRICE_ERAYBA_CLEAN,9
ERA-0009,Erayba,Erayba OxyActive Окисник 6% 20 VOL 150 мл,Окислювачі OXY ACTIVE 150 мл,150 ml,Spain,180,288,288,no,PRICE_ERAYBA_CLEAN,10
ERA-0010,Erayba,Erayba OxyActive Окисник 9% 30 VOL 150 мл,Окислювачі OXY ACTIVE 150 мл,150 ml,Spain,180,288,288,no,PRICE_ERAYBA_CLEAN,11
ERA-0011,Erayba,Erayba GO BLOND 7р. (G30) Пудра для знебарвлення 500 г,Засоби для знебарвлення GAMMA,500 g,Spain,785,1256,1256,no,PRICE_ERAYBA_CLEAN,12
ERA-0012,Erayba,Erayba GO BLOND 9р. Пудра для знебарвлення саше 30 г,Засоби для знебарвлення GAMMA,30 g,Spain,160,256,256,no,PRICE_ERAYBA_CLEAN,13
ERA-0013,Erayba,Erayba GO BLOND 9р. Пудра для знебарвлення 500 г,Засоби для знебарвлення GAMMA,500 g,Spain,785,1256,1256,no,PRICE_ERAYBA_CLEAN,14
ERA-0014,Erayba,Erayba С00 COOLCOLOR Прямий пігмент 100мл,Прямий пігмент COOLCOLOR 100 мл,100 ml,Spain,556,889,889,no,PRICE_ERAYBA_CLEAN,15
ERA-0015,Erayba,Erayba С01 COOLCOLOR Прямий пігмент 100мл,Прямий пігмент COOLCOLOR 100 мл,100 ml,Spain,556,889,889,no,PRICE_ERAYBA_CLEAN,16
ERA-0016,Erayba,Erayba C02 COOLCOLOR Прямий пігмент 100мл,Прямий пігмент COOLCOLOR 100 мл,100 ml,Spain,556,889,889,no,PRICE_ERAYBA_CLEAN,17
ERA-0017,Erayba,Erayba C03 COOLCOLOR Прямий пігмент 100мл,Прямий пігмент COOLCOLOR 100 мл,100 ml,Spain,556,889,889,no,PRICE_ERAYBA_CLEAN,18
ERA-0018,Erayba,Erayba C04 COOLCOLOR Прямий пігмент 100мл,Прямий пігмент COOLCOLOR 100 мл,100 ml,Spain,556,889,889,no,PRICE_ERAYBA_CLEAN,19
ERA-0019,Erayba,Erayba C05 COOLCOLOR Прямий пігмент 100мл,Прямий пігмент COOLCOLOR 100 мл,100 ml,Spain,556,889,889,no,PRICE_ERAYBA_CLEAN,20
ERA-0020,Erayba,Erayba C06 COOLCOLOR Прямий пігмент 100мл,Прямий пігмент COOLCOLOR 100 мл,100 ml,Spain,556,889,889,no,PRICE_ERAYBA_CLEAN,21
ERA-0021,Erayba,Erayba C07 COOLCOLOR Прямий пігмент 100мл,Прямий пігмент COOLCOLOR 100 мл,100 ml,Spain,556,889,889,no,PRICE_ERAYBA_CLEAN,22
ERA-0022,Erayba,Erayba C08 COOLCOLOR Прямий пігмент 100мл,Прямий пігмент COOLCOLOR 100 мл,100 ml,Spain,556,889,889,no,PRICE_ERAYBA_CLEAN,23
ERA-0023,Erayba,Erayba C09 COOLCOLOR Прямий пігмент 100мл,Прямий пігмент COOLCOLOR 100 мл,100 ml,Spain,556,889,889,no,PRICE_ERAYBA_CLEAN,24
ERA-0024,Erayba,Erayba C10 Erayba COOLCOLOR 100мл,Прямий пігмент COOLCOLOR 100 мл,100 ml,Spain,556,889,889,no,PRICE_ERAYBA_CLEAN,25
ERA-0025,Erayba,Erayba C11 COOLCOLOR Прямий пігмент 100мл,Прямий пігмент COOLCOLOR 100 мл,100 ml,Spain,556,889,889,no,PRICE_ERAYBA_CLEAN,26
ERA-0026,Erayba,Erayba C12 COOLCOLOR Прямий пігмент100 мл,Прямий пігмент COOLCOLOR 100 мл,100 ml,Spain,556,889,889,no,PRICE_ERAYBA_CLEAN,27
ERA-0027,Erayba,Erayba G03 Засіб для видалення фарби 200 мл,Технічні продукти GAMMA,200 ml,Spain,385,616,616,no,PRICE_ERAYBA_CLEAN,28
ERA-0028,Erayba,Erayba Активатор GAMMA Color Bliss ACTIVATOR 0 VOL 750 мл,Технічні продукти GAMMA,750 ml,Spain,455,728,728,no,PRICE_ERAYBA_CLEAN,29
ERA-0029,Erayba,Erayba Бальзам-трансформер Color Bliss DEMI COLOR BALM 750 мл,Технічні продукти GAMMA,750 ml,Spain,1070,1712,1712,no,PRICE_ERAYBA_CLEAN,30
ERA-0030,Erayba,Erayba Маска лікувальна Ayurvedic Mask 1000мл,Догляд за волоссям ALWAYS BEAUTIFUL HAIR AYURVEDIC Лікувальна,1000 ml,Spain,1485,2570,2570,yes,PRICE_ERAYBA_CLEAN,31
ERA-0031,Erayba,Erayba Маска лікувальна Ayurvedic Mask 250мл,Догляд за волоссям ALWAYS BEAUTIFUL HAIR AYURVEDIC Лікувальна,250 ml,Spain,605,1072,1072,yes,PRICE_ERAYBA_CLEAN,32
ERA-0032,Erayba,Erayba Шампунь лікувальний Ayurvedic Shampoo 1000мл,Догляд за волоссям ALWAYS BEAUTIFUL HAIR AYURVEDIC Лікувальна,1000 ml,Spain,1485,2570,2570,yes,PRICE_ERAYBA_CLEAN,33
ERA-0033,Erayba,Erayba Шампунь лікувальний Ayurvedic Shampoo 250мл,Догляд за волоссям ALWAYS BEAUTIFUL HAIR AYURVEDIC Лікувальна,250 ml,Spain,605,1072,1072,yes,PRICE_ERAYBA_CLEAN,34
ERA-0034,Erayba,Erayba Кондиціонер Color Care Conditioner leave-in 200мл,Догляд за волоссям ALWAYS BEAUTIFUL HAIR COLOR Для фарбованого волосся,200 ml,Spain,522,922,922,yes,PRICE_ERAYBA_CLEAN,35
ERA-0035,Erayba,Erayba Маска для фарбованного волосся Color Care Mask 1000мл,Догляд за волоссям ALWAYS BEAUTIFUL HAIR COLOR Для фарбованого волосся,1000 ml,Spain,1485,2570,2570,yes,PRICE_ERAYBA_CLEAN,36
ERA-0036,Erayba,Erayba Маска для фарбованного волосся Color Care Mask 250мл,Догляд за волоссям ALWAYS BEAUTIFUL HAIR COLOR Для фарбованого волосся,250 ml,Spain,605,1072,1072,yes,PRICE_ERAYBA_CLEAN,37
ERA-0037,Erayba,Erayba Шампунь для фарбованого волосся Color Care Shampoo 1000мл,Догляд за волоссям ALWAYS BEAUTIFUL HAIR COLOR Для фарбованого волосся,1000 ml,Spain,1408,2570,2534,yes,PRICE_ERAYBA_CLEAN,38
ERA-0038,Erayba,Erayba Шампунь для фарбованного волосся Color Care Shampoo 250мл,Догляд за волоссям ALWAYS BEAUTIFUL HAIR COLOR Для фарбованого волосся,250 ml,Spain,556,1072,1001,yes,PRICE_ERAYBA_CLEAN,39
ERA-0039,Erayba,Erayba Бальзам для курчавого волосся Curls 150мл,CURLY Для кучерявого волосся,150 ml,Spain,625,1072,1072,yes,PRICE_ERAYBA_CLEAN,40
ERA-0040,Erayba,Erayba Маска д/курчавого волосся Curls 1000мл,CURLY Для кучерявого волосся,1000 ml,Spain,1485,2570,2570,yes,PRICE_ERAYBA_CLEAN,41
ERA-0041,Erayba,Erayba Маска для курчавого волосся Curls 250мл,CURLY Для кучерявого волосся,250 ml,Spain,605,1072,1072,yes,PRICE_ERAYBA_CLEAN,42
ERA-0042,Erayba,Erayba Шампунь для курчавого волосся Curls 1000мл,CURLY Для кучерявого волосся,1000 ml,Spain,1410,2570,2538,yes,PRICE_ERAYBA_CLEAN,43
ERA-0043,Erayba,Erayba Шампунь для курчавого волосся Curls 250мл,CURLY Для кучерявого волосся,250 ml,Spain,590,1072,1062,yes,PRICE_ERAYBA_CLEAN,44
ERA-0044,Erayba,Erayba Кондиціонер Detox Refresh Conditioner leave-in 200мл,DETOX Для всіх типіві волосся,200 ml,Spain,525,922,922,yes,PRICE_ERAYBA_CLEAN,45
ERA-0045,Erayba,Erayba Маска для всіх типів волосся Detox Refresh Mask 1000мл,DETOX Для всіх типіві волосся,1000 ml,Spain,1485,2570,2570,yes,PRICE_ERAYBA_CLEAN,46
ERA-0046,Erayba,Erayba Маска для всіх типів волосся Detox Refresh Mask 250мл,DETOX Для всіх типіві волосся,250 ml,Spain,605,1072,1072,yes,PRICE_ERAYBA_CLEAN,47
ERA-0047,Erayba,Erayba Шампунь очищаючий Detox Refresh Shampoo 1000мл,DETOX Для всіх типіві волосся,1000 ml,Spain,1410,2570,2538,yes,PRICE_ERAYBA_CLEAN,48
ERA-0048,Erayba,Erayba Шампунь очищаючий Detox Refresh Shampoo 250мл,DETOX Для всіх типіві волосся,250 ml,Spain,590,1072,1062,yes,PRICE_ERAYBA_CLEAN,49
ERA-0049,Erayba,Erayba Двофазовий кондиціонер Repair 200мл,REPAIR Для пошкодженого волосся,200 ml,Spain,565,1008,1008,yes,PRICE_ERAYBA_CLEAN,50
ERA-0050,Erayba,Erayba Маска для пошкодженого волосся Repair Mask 1000 мл,REPAIR Для пошкодженого волосся,1000 ml,Spain,1485,2570,2570,yes,PRICE_ERAYBA_CLEAN,51
ERA-0051,Erayba,Erayba Маска для пошкодженого волосся Repair 250мл,REPAIR Для пошкодженого волосся,250 ml,Spain,605,1072,1072,yes,PRICE_ERAYBA_CLEAN,52
ERA-0052,Erayba,Erayba Сироватка Repair Ends Sealer 100мл,REPAIR Для пошкодженого волосся,100 ml,Spain,815,1458,1458,yes,PRICE_ERAYBA_CLEAN,53
ERA-0053,Erayba,Erayba Сироватка Repair treatment 100мл,REPAIR Для пошкодженого волосся,100 ml,Spain,915,1584,1584,yes,PRICE_ERAYBA_CLEAN,54
ERA-0054,Erayba,Erayba Шампунь для пошкодженого волосся Repair Shampoo 1000 мл,REPAIR Для пошкодженого волосся,1000 ml,Spain,1410,2570,2538,yes,PRICE_ERAYBA_CLEAN,55
ERA-0055,Erayba,Erayba Шампунь для пошкодженого волосся Repair 250мл,REPAIR Для пошкодженого волосся,250 ml,Spain,590,1072,1062,yes,PRICE_ERAYBA_CLEAN,56
ERA-0056,Erayba,Erayba Маска антижовта Silver No-Yellow Mask 1000мл,SILVER Для освітленого волосся,1000 ml,Spain,1485,2570,2570,no,PRICE_ERAYBA_CLEAN,57
ERA-0057,Erayba,Erayba Маска антижовта Silver No-Yellow Mask 250мл,SILVER Для освітленого волосся,250 ml,Spain,605,1072,1072,yes,PRICE_ERAYBA_CLEAN,58
ERA-0058,Erayba,Erayba Шампунь антижовтий Silver No-Yellow Shampoo 1000мл,SILVER Для освітленого волосся,1000 ml,Spain,1410,2570,2538,no,PRICE_ERAYBA_CLEAN,59
ERA-0059,Erayba,Erayba Шампунь антижовтий Silver No-Yellow Shampoo 250мл,SILVER Для освітленого волосся,250 ml,Spain,590,1072,1062,no,PRICE_ERAYBA_CLEAN,60
ERA-0060,Erayba,Erayba Крем для об'єму Volume 150мл,VOLUME Для тонкого волосся,150 ml,Spain,625,1072,1072,no,PRICE_ERAYBA_CLEAN,61
ERA-0061,Erayba,Erayba Маска для об'єму Volume 1000мл,VOLUME Для тонкого волосся,1000 ml,Spain,1485,2570,2570,yes,PRICE_ERAYBA_CLEAN,62
ERA-0062,Erayba,Erayba Маска для об'єму Volume 250мл,VOLUME Для тонкого волосся,250 ml,Spain,605,1072,1072,yes,PRICE_ERAYBA_CLEAN,63
ERA-0063,Erayba,Erayba Шампунь для об'єму Volume 1000мл,VOLUME Для тонкого волосся,1000 ml,Spain,1410,2570,2538,no,PRICE_ERAYBA_CLEAN,64
ERA-0064,Erayba,Erayba Шампунь для об'єму Volume 250мл,VOLUME Для тонкого волосся,250 ml,Spain,590,1072,1062,no,PRICE_ERAYBA_CLEAN,65
ERA-0065,Erayba,Erayba Шампунь сухий Volume Dry 150мл,VOLUME Для тонкого волосся,150 ml,Spain,685,1286,1233,no,PRICE_ERAYBA_CLEAN,66
ERA-0066,Erayba,Erayba K10 Keratin Маска 10в1! 1000 мл,Ботокс лікування волосся HYDRAKER,1000 ml,Spain,1185,1895,1895,yes,PRICE_ERAYBA_CLEAN,67
ERA-0067,Erayba,Erayba K10 Keratin Маска 10в1! 150 мл,Ботокс лікування волосся HYDRAKER,150 ml,Spain,400,640,640,yes,PRICE_ERAYBA_CLEAN,68
ERA-0068,Erayba,Erayba K11 Ботокс для волосcя 100 мл,Ботокс лікування волосся HYDRAKER,100 ml,Spain,775,1240,1240,no,PRICE_ERAYBA_CLEAN,69
ERA-0069,Erayba,Erayba K11 Ботокс для волосся 1000 мл,Ботокс лікування волосся HYDRAKER,1000 ml,Spain,2020,3231,3231,no,PRICE_ERAYBA_CLEAN,70
ERA-0070,Erayba,Erayba K12 Keratin Шампунь 250 мл,Ботокс лікування волосся HYDRAKER,250 ml,Spain,555,888,888,yes,PRICE_ERAYBA_CLEAN,71
ERA-0071,Erayba,Erayba K12 Keratin Шампунь 1000 мл,Ботокс лікування волосся HYDRAKER,1000 ml,Spain,1360,2176,2176,yes,PRICE_ERAYBA_CLEAN,72
ERA-0072,Erayba,Erayba K15 Argan Mystic Oil Олія 50 мл,Ботокс лікування волосся HYDRAKER,50 ml,Spain,575,920,920,yes,PRICE_ERAYBA_CLEAN,73
